FID,lon,lat
2212,113.79366,22.70414
2213,113.79384,22.70747
2214,113.79199,22.70747
2215,113.7928,22.70847
2216,113.80242,22.70268
2217,113.80094,22.70581
2218,113.80098,22.70674
2219,113.79508,22.70747
2220,113.7947,22.70878
2221,113.79489,22.70575
2222,113.7952,22.70881
2223,113.79494,22.71013
2224,113.79921,22.70379
2225,113.795,22.70391
2226,113.79526,22.70403
2227,113.79527,22.70584
2228,113.79644,22.71014
2229,113.80051,22.70578
2230,113.79844,22.70424
2231,113.7979,22.70757
2232,113.80022,22.70681
2233,113.80089,22.70766
2234,113.8004,22.70833
2235,113.79932,22.71014
2236,113.80061,22.70959
2237,113.8014,22.70593
2238,113.80126,22.70558
2239,113.80135,22.70479
2240,113.8016,22.70748
2241,113.80367,22.70649
2242,113.80212,22.7081
2243,113.80203,22.70557
2244,113.80211,22.70652
2245,113.8016,22.70899
2246,113.80381,22.709
2247,113.80191,22.7102
2248,113.80255,22.70974
2249,113.80288,22.70393
2250,113.80501,22.70351
2251,113.80469,22.70357
2252,113.80548,22.7037
2253,113.80486,22.70383
2254,113.80517,22.70376
2255,113.80543,22.70402
2256,113.80574,22.70395
2257,113.80722,22.70457
2258,113.8077,22.70464
2259,113.80812,22.70471
2260,113.8044,22.7042
2261,113.80774,22.7049
2262,113.80745,22.70486
2263,113.8075,22.7051
2264,113.80802,22.70519
2265,113.80701,22.70486
2266,113.80726,22.70514
2267,113.81013,22.70818
2268,113.81259,22.70614
2269,113.80439,22.70256
2270,113.80454,22.70331
2271,113.80548,22.70675
2272,113.80526,22.70511
2273,113.80657,22.70539
2274,113.80597,22.70416
2275,113.80596,22.70391
2276,113.80655,22.7043
2277,113.80726,22.70815
2278,113.80707,22.70645
2279,113.80649,22.70825
2280,113.80518,22.71024
2281,113.80726,22.7095
2282,113.80688,22.70305
2283,113.80831,22.70404
2284,113.80802,22.71033
2285,113.80859,22.70946
2286,113.80797,22.70862
2287,113.80931,22.70862
2288,113.80802,22.70767
2289,113.80945,22.70766
2290,113.80878,22.70815
2291,113.80925,22.70434
2292,113.80863,22.70472
2293,113.80933,22.70459
2294,113.80991,22.70959
2295,113.80892,22.71031
2296,113.81035,22.71033
2297,113.81048,22.70617
2298,113.81011,22.70441
2299,113.81031,22.70315
2300,113.81238,22.70351
2301,113.81066,22.70432
2302,113.80833,22.70308
2303,113.81572,22.70374
2304,113.81514,22.70538
2305,113.81954,22.70637
2306,113.81979,22.70632
2307,113.81982,22.70681
2308,113.81709,22.70751
2309,113.82021,22.71042
2310,113.81973,22.71052
2311,113.81925,22.71061
2312,113.82035,22.71066
2313,113.8205,22.71048
2314,113.81338,22.70363
2315,113.81297,22.70186
2316,113.81389,22.70304
2317,113.81472,22.70269
2318,113.8146,22.70244
2319,113.81388,22.7104
2320,113.81502,22.70776
2321,113.81715,22.71064
2322,113.81907,22.70954
2323,113.81791,22.70993
2324,113.81826,22.71072
2325,113.8183,22.71003
2326,113.81893,22.71071
2327,113.81775,22.70505
2328,113.81958,22.70549
2329,113.81923,22.70308
2330,113.81936,22.70805
2331,113.81964,22.70751
2332,113.82,22.70748
2333,113.82012,22.7092
2334,113.82054,22.71196
2335,113.8207,22.71188
2336,113.82049,22.71127
2337,113.83436,22.70481
2338,113.82764,22.70449
2339,113.82782,22.7051
2340,113.82825,22.70519
2341,113.83425,22.70905
2342,113.82344,22.70152
2343,113.8229,22.70328
2344,113.8229,22.70433
2345,113.82359,22.7058
2346,113.82361,22.70494
2347,113.82534,22.70442
2348,113.82362,22.70403
2349,113.82419,22.70554
2350,113.82542,22.70593
2351,113.82423,22.70646
2352,113.82535,22.70289
2353,113.82682,22.70428
2354,113.8269,22.70079
2355,113.82786,22.70539
2356,113.82711,22.70557
2357,113.84279,22.70711
2358,113.84176,22.70218
2359,113.8391,22.70192
2360,113.84001,22.7096
2361,113.84265,22.71058
2362,113.84643,22.70632
2363,113.84582,22.7111
2364,113.85001,22.70442
2365,113.84857,22.70347
2366,113.84903,22.71128
2367,113.85067,22.70846
2368,113.8495,22.70573
2369,113.84895,22.70853
2370,113.85489,22.71128
2371,113.85341,22.71148
2372,113.85223,22.70999
2373,113.85364,22.71049
2374,113.85205,22.70539
2375,113.85704,22.7024
2376,113.87055,22.70557
2377,113.86736,22.70708
2378,113.86627,22.70729
2379,113.86456,22.70613
2380,113.86407,22.70414
2381,113.86627,22.70524
2382,113.86568,22.70314
2383,113.86953,22.70304
2384,113.86836,22.70023
2385,113.87407,22.71052
2386,113.91404,22.69955
2387,113.91485,22.70621
2388,113.91463,22.70825
2389,113.91556,22.70871
2390,113.9163,22.70778
2391,113.91452,22.70751
2392,113.92622,22.7021
2393,113.92661,22.70344
2394,113.92605,22.70629
2395,113.92614,22.70462
2396,113.92568,22.70442
2397,113.92616,22.70423
2398,113.92563,22.70334
2399,113.92703,22.70424
2400,113.9266,22.70443
2401,113.92703,22.70462
2402,113.9266,22.70505
2403,113.93319,22.70567
2404,113.94211,22.70329
2405,113.95356,22.70174
2406,113.95475,22.70571
2407,113.95325,22.70548
2408,113.95215,22.70581
2409,113.9527,22.70561
2410,113.95184,22.70606
2411,113.95375,22.70577
2412,113.94734,22.70951
2413,113.95035,22.70862
2414,113.95044,22.70726
2415,113.94981,22.7041
2416,113.95157,22.70488
2417,113.95144,22.70506
2418,113.95264,22.70487
2419,113.95205,22.7054
2420,113.95586,22.7039
2421,113.95623,22.70255
2422,113.95839,22.70296
2423,113.96015,22.70766
2424,113.96551,22.70456
2425,113.95845,22.70672
2426,113.95743,22.70626
2427,113.95668,22.70615
2428,113.95765,22.70442
2429,113.95744,22.70534
2430,113.95801,22.70839
2431,113.96074,22.70767
2432,113.96149,22.70581
2433,113.9617,22.70824
2434,113.95979,22.71003
2435,113.96259,22.70945
2436,113.9595,22.71094
2437,113.9719,22.70213
2438,113.97419,22.70424
2439,113.77314,22.69351
2440,113.77512,22.69623
2441,113.77643,22.70024
2442,113.7728,22.69873
2443,113.77276,22.69995
2444,113.78045,22.69987
2445,113.78535,22.69948
2446,113.78052,22.69149
2447,113.781,22.69776
2448,113.77899,22.69586
2449,113.78072,22.69461
2450,113.78369,22.69548
2451,113.78438,22.69319
2452,113.78766,22.69491
2453,113.78785,22.6952
2454,113.79329,22.69477
2455,113.78804,22.69582
2456,113.78813,22.69624
2457,113.79403,22.69872
2458,113.78609,22.6972
2459,113.78736,22.69737
2460,113.78811,22.69737
2461,113.78775,22.69886
2462,113.78885,22.69809
2463,113.7894,22.69926
2464,113.78996,22.69876
2465,113.78991,22.69723
2466,113.79071,22.6977
2467,113.79015,22.69958
2468,113.79514,22.69967
2469,113.79088,22.69911
2470,113.78599,22.69491
2471,113.78699,22.69491
2472,113.78652,22.6952
2473,113.78571,22.69377
2474,113.78652,22.69434
2475,113.78709,22.69676
2476,113.78756,22.69624
2477,113.78628,22.69624
2478,113.7868,22.69548
2479,113.78709,22.69586
2480,113.78747,22.6952
2481,113.78728,22.69548
2482,113.78766,22.69548
2483,113.78699,22.69377
2484,113.78747,22.69434
2485,113.7877,22.69377
2486,113.78785,22.69434
2487,113.78803,22.69335
2488,113.78822,22.69649
2489,113.78837,22.69697
2490,113.78846,22.69629
2491,113.78958,22.69624
2492,113.78846,22.69656
2493,113.78871,22.69491
2494,113.78956,22.69435
2495,113.78875,22.69377
2496,113.78956,22.69327
2497,113.79017,22.69298
2498,113.79071,22.69279
2499,113.79076,22.69356
2500,113.7902,22.69377
2501,113.79084,22.69397
2502,113.79023,22.69463
2503,113.79118,22.69415
2504,113.79108,22.69512
2505,113.79155,22.69302
2506,113.79265,22.69305
2507,113.79208,22.69396
2508,113.79301,22.69396
2509,113.80197,22.69373
2510,113.80227,22.69438
2511,113.79749,22.69456
2512,113.79719,22.69605
2513,113.79718,22.70253
2514,113.80059,22.69666
2515,113.7979,22.69758
2516,113.80128,22.69777
2517,113.80224,22.69885
2518,113.80098,22.69978
2519,113.80289,22.69985
2520,113.7956,22.69374
2521,113.79957,22.69425
2522,113.80165,22.69621
2523,113.801,22.69343
2524,113.80171,22.69441
2525,113.80318,22.69434
2526,113.80267,22.6955
2527,113.80327,22.69909
2528,113.80469,22.70125
2529,113.80359,22.70063
2530,113.80402,22.69967
2531,113.80471,22.70014
2532,113.80515,22.69957
2533,113.8051,22.70195
2534,113.80555,22.70127
2535,113.80511,22.70061
2536,113.80597,22.70062
2537,113.80555,22.70002
2538,113.80612,22.69948
2539,113.8065,22.7017
2540,113.80669,22.70007
2541,113.80822,22.70086
2542,113.80951,22.70119
2543,113.80838,22.69875
2544,113.80914,22.7023
2545,113.80996,22.70171
2546,113.81154,22.69872
2547,113.81026,22.69806
2548,113.81086,22.69923
2549,113.81016,22.70008
2550,113.81108,22.702
2551,113.81186,22.70096
2552,113.80347,22.69308
2553,113.80384,22.69495
2554,113.80458,22.69361
2555,113.80515,22.69616
2556,113.80598,22.69452
2557,113.80776,22.69624
2558,113.80952,22.69696
2559,113.80811,22.69472
2560,113.80862,22.69427
2561,113.80878,22.69596
2562,113.80893,22.69264
2563,113.81209,22.69429
2564,113.80906,22.69052
2565,113.82438,22.69494
2566,113.81937,22.69308
2567,113.81698,22.6928
2568,113.81859,22.6932
2569,113.82209,22.6979
2570,113.81606,22.70184
2571,113.8153,22.70229
2572,113.8163,22.69892
2573,113.81699,22.69781
2574,113.81715,22.70125
2575,113.81837,22.70103
2576,113.81842,22.70137
2577,113.82001,22.69777
2578,113.8185,22.69777
2579,113.81976,22.701
2580,113.82089,22.70081
2581,113.81866,22.69961
2582,113.82113,22.69907
2583,113.82195,22.70056
2584,113.8131,22.69652
2585,113.81564,22.69629
2586,113.81777,22.6965
2587,113.81942,22.69647
2588,113.81826,22.69581
2589,113.8188,22.69465
2590,113.81494,22.69415
2591,113.8306,22.69379
2592,113.83103,22.6939
2593,113.83034,22.694
2594,113.83003,22.69418
2595,113.83029,22.69425
2596,113.83062,22.69423
2597,113.83001,22.69444
2598,113.83025,22.69449
2599,113.82979,22.69441
2600,113.82982,22.69463
2601,113.83003,22.69465
2602,113.8296,22.6946
2603,113.82963,22.69482
2604,113.82982,22.69482
2605,113.82861,22.69519
2606,113.82931,22.69532
2607,113.82934,22.69618
2608,113.82929,22.70215
2609,113.83285,22.70202
2610,113.83086,22.70129
2611,113.82929,22.70043
2612,113.82975,22.6973
2613,113.8321,22.69739
2614,113.83105,22.70043
2615,113.83124,22.69889
2616,113.83214,22.70043
2617,113.82499,22.69386
2618,113.82973,22.69144
2619,113.83103,22.69356
2620,113.83143,22.69373
2621,113.83124,22.69641
2622,113.83213,22.69548
2623,113.83125,22.69505
2624,113.83134,22.69434
2625,113.83203,22.69413
2626,113.83305,22.69567
2627,113.83296,22.69653
2628,113.83296,22.69888
2629,113.83427,22.6988
2630,113.83362,22.69739
2631,113.83449,22.69739
2632,113.83551,22.69739
2633,113.83923,22.69997
2634,113.83697,22.70062
2635,113.8373,22.699
2636,113.83315,22.69518
2637,113.83328,22.69361
2638,113.83479,22.69324
2639,113.83387,22.69567
2640,113.834,22.695
2641,113.83553,22.69567
2642,113.83467,22.6965
2643,113.83478,22.69567
2644,113.83956,22.69724
2645,113.83747,22.69661
2646,113.83779,22.69509
2647,113.84019,22.69271
2648,113.84319,22.69567
2649,113.8507,22.69849
2650,113.84584,22.70024
2651,113.84534,22.69273
2652,113.86018,22.69968
2653,113.85291,22.69757
2654,113.85403,22.69523
2655,113.85691,22.69649
2656,113.85869,22.69618
2657,113.85406,22.6919
2658,113.8558,22.69429
2659,113.86451,22.69079
2660,113.86658,22.6915
2661,113.86398,22.69593
2662,113.86565,22.6961
2663,113.86585,22.69634
2664,113.86678,22.69645
2665,113.87539,22.69302
2666,113.87618,22.69417
2667,113.87707,22.69433
2668,113.87721,22.69482
2669,113.8775,22.69487
2670,113.87675,22.69467
2671,113.87702,22.69482
2672,113.87704,22.69508
2673,113.87727,22.69506
2674,113.87818,22.69522
2675,113.87816,22.69586
2676,113.879,22.69624
2677,113.87386,22.69918
2678,113.87312,22.69496
2679,113.87405,22.69277
2680,113.87573,22.69453
2681,113.87512,22.69519
2682,113.87744,22.69544
2683,113.87792,22.69566
2684,113.8777,22.69514
2685,113.87706,22.69582
2686,113.87805,22.69632
2687,113.87871,22.69741
2688,113.87119,22.69082
2689,113.8797,22.70154
2690,113.91689,22.69305
2691,113.91718,22.701
2692,113.91925,22.69411
2693,113.92641,22.69982
2694,113.92848,22.69238
2695,113.93136,22.69427
2696,113.93288,22.69679
2697,113.94108,22.69384
2698,113.93694,22.69592
2699,113.9382,22.69278
2700,113.95021,22.69399
2701,113.95477,22.69964
2702,113.95478,22.69775
2703,113.95207,22.69268
2704,113.95229,22.69453
2705,113.95307,22.69259
2706,113.95939,22.701
2707,113.95806,22.69852
2708,113.95971,22.69978
2709,113.96089,22.70123
2710,113.96476,22.70053
2711,113.96267,22.7011
2712,113.96253,22.70069
2713,113.97132,22.69989
2714,113.96803,22.69794
2715,113.96523,22.69912
2716,113.96759,22.69989
2717,113.96595,22.6937
2718,113.96603,22.69594
2719,113.96791,22.69415
2720,113.96904,22.69533
2721,113.96851,22.69276
2722,113.77356,22.68825
2723,113.77159,22.68723
2724,113.77111,22.69219
2725,113.77035,22.69321
2726,113.77729,22.68475
2727,113.77623,22.68474
2728,113.77928,22.68892
2729,113.77994,22.68601
2730,113.78124,22.68958
2731,113.79318,22.69092
2732,113.79261,22.69101
2733,113.79333,22.69188
2734,113.78804,22.68557
2735,113.78804,22.69087
2736,113.7888,22.69282
2737,113.78957,22.6925
2738,113.79015,22.69225
2739,113.7907,22.69178
2740,113.78971,22.69131
2741,113.79094,22.69128
2742,113.79188,22.69111
2743,113.79153,22.69225
2744,113.79189,22.69162
2745,113.79251,22.68559
2746,113.79023,22.68882
2747,113.79241,22.68989
2748,113.79452,22.68882
2749,113.7968,22.68454
2750,113.80205,22.68475
2751,113.80217,22.68625
2752,113.80165,22.68625
2753,113.80193,22.68693
2754,113.79445,22.69074
2755,113.7966,22.68967
2756,113.79661,22.68755
2757,113.7968,22.68898
2758,113.79698,22.68965
2759,113.79699,22.68873
2760,113.79922,22.6892
2761,113.79844,22.69036
2762,113.79784,22.68844
2763,113.7987,22.68882
2764,113.79706,22.68666
2765,113.7987,22.68739
2766,113.79717,22.68484
2767,113.7987,22.68616
2768,113.80066,22.68626
2769,113.79933,22.68634
2770,113.79937,22.68599
2771,113.79967,22.6908
2772,113.80049,22.68817
2773,113.8006,22.68993
2774,113.80095,22.69029
2775,113.80173,22.69091
2776,113.80249,22.69156
2777,113.8018,22.69012
2778,113.80302,22.69052
2779,113.80384,22.68664
2780,113.8044,22.6843
2781,113.80253,22.68377
2782,113.8029,22.68676
2783,113.80199,22.68857
2784,113.80302,22.68888
2785,113.80767,22.68309
2786,113.80706,22.68355
2787,113.80698,22.68378
2788,113.80717,22.68378
2789,113.80676,22.68375
2790,113.80679,22.68397
2791,113.807,22.68399
2792,113.80681,22.68418
2793,113.80657,22.68405
2794,113.8066,22.68425
2795,113.80638,22.68432
2796,113.80641,22.68454
2797,113.80663,22.68446
2798,113.80619,22.68451
2799,113.80622,22.68473
2800,113.80641,22.68473
2801,113.80599,22.68481
2802,113.80625,22.68503
2803,113.80593,22.68511
2804,113.80603,22.68521
2805,113.80612,22.6853
2806,113.80584,22.6853
2807,113.80584,22.68549
2808,113.80603,22.68549
2809,113.80562,22.68547
2810,113.80565,22.68568
2811,113.80584,22.68568
2812,113.8054,22.68574
2813,113.80541,22.68601
2814,113.80562,22.68594
2815,113.80515,22.68603
2816,113.80507,22.68625
2817,113.80534,22.68623
2818,113.80513,22.68657
2819,113.80482,22.68642
2820,113.80488,22.68673
2821,113.80565,22.68755
2822,113.80542,22.6877
2823,113.8057,22.68783
2824,113.80603,22.68787
2825,113.81413,22.68922
2826,113.80555,22.68816
2827,113.80565,22.68854
2828,113.80602,22.68833
2829,113.80571,22.68965
2830,113.80734,22.69097
2831,113.80684,22.69139
2832,113.80736,22.69177
2833,113.80335,22.69186
2834,113.80758,22.69185
2835,113.80733,22.69207
2836,113.80755,22.69215
2837,113.805,22.69103
2838,113.80555,22.69272
2839,113.80363,22.6877
2840,113.80527,22.6928
2841,113.80458,22.69233
2842,113.80498,22.68697
2843,113.80461,22.68707
2844,113.80521,22.6873
2845,113.80527,22.69028
2846,113.80607,22.69245
2847,113.80747,22.69238
2848,113.80703,22.69283
2849,113.81411,22.68343
2850,113.81811,22.68264
2851,113.81474,22.68394
2852,113.81954,22.69291
2853,113.81224,22.68167
2854,113.81306,22.6838
2855,113.81367,22.68439
2856,113.81289,22.68395
2857,113.83158,22.69073
2858,113.82173,22.6837
2859,113.8208,22.68411
2860,113.82385,22.68552
2861,113.82256,22.68535
2862,113.82334,22.68809
2863,113.82331,22.68706
2864,113.82653,22.68977
2865,113.82583,22.68805
2866,113.82587,22.68368
2867,113.82949,22.68342
2868,113.82709,22.68549
2869,113.83336,22.68851
2870,113.83329,22.68925
2871,113.83359,22.68971
2872,113.83381,22.68996
2873,113.83305,22.68957
2874,113.83273,22.68914
2875,113.83347,22.69095
2876,113.83256,22.69069
2877,113.83281,22.68989
2878,113.83346,22.69014
2879,113.83313,22.69031
2880,113.83293,22.69181
2881,113.83422,22.68961
2882,113.83427,22.68899
2883,113.83451,22.69242
2884,113.83556,22.69264
2885,113.83458,22.69111
2886,113.83575,22.69006
2887,113.83516,22.6892
2888,113.83494,22.68797
2889,113.83701,22.68859
2890,113.83592,22.68294
2891,113.83524,22.68541
2892,113.83782,22.6832
2893,113.83739,22.68666
2894,113.83754,22.68501
2895,113.83954,22.6852
2896,113.83903,22.68982
2897,113.84006,22.69107
2898,113.83766,22.69244
2899,113.84027,22.68976
2900,113.83971,22.6876
2901,113.84553,22.68201
2902,113.84421,22.68301
2903,113.84559,22.68428
2904,113.84599,22.68449
2905,113.84764,22.68427
2906,113.84552,22.68463
2907,113.8459,22.68478
2908,113.84503,22.68499
2909,113.8501,22.68418
2910,113.84794,22.68905
2911,113.8425,22.68828
2912,113.84463,22.68775
2913,113.84294,22.68701
2914,113.84307,22.6901
2915,113.84474,22.68892
2916,113.86549,22.68158
2917,113.86606,22.68608
2918,113.86984,22.68744
2919,113.86588,22.68764
2920,113.86731,22.68816
2921,113.86234,22.68732
2922,113.86741,22.68835
2923,113.86233,22.68872
2924,113.86255,22.6893
2925,113.86234,22.68945
2926,113.86469,22.68862
2927,113.86763,22.68861
2928,113.8676,22.68809
2929,113.86781,22.68821
2930,113.86746,22.68771
2931,113.87759,22.68361
2932,113.87792,22.68392
2933,113.87773,22.68392
2934,113.87759,22.68406
2935,113.87778,22.68416
2936,113.87797,22.68416
2937,113.87448,22.68675
2938,113.87148,22.68869
2939,113.87311,22.69064
2940,113.87406,22.68986
2941,113.87539,22.68958
2942,113.87556,22.68383
2943,113.87682,22.68463
2944,113.87682,22.68427
2945,113.87737,22.68447
2946,113.87771,22.68439
2947,113.87751,22.68428
2948,113.8783,22.68409
2949,113.87841,22.68367
2950,113.87957,22.68489
2951,113.87734,22.6838
2952,113.88357,22.68672
2953,113.88586,22.68758
2954,113.88136,22.68275
2955,113.88111,22.68644
2956,113.89748,22.68958
2957,113.89155,22.68626
2958,113.89258,22.68379
2959,113.89158,22.68386
2960,113.90219,22.68362
2961,113.90357,22.68097
2962,113.90014,22.68328
2963,113.90587,22.68336
2964,113.90799,22.68475
2965,113.90699,22.68425
2966,113.90675,22.6848
2967,113.90909,22.68378
2968,113.90943,22.68374
2969,113.9104,22.68356
2970,113.91081,22.68335
2971,113.90836,22.68401
2972,113.9091,22.68416
2973,113.90873,22.68445
2974,113.90861,22.68473
2975,113.909,22.68467
2976,113.90854,22.6853
2977,113.90967,22.68495
2978,113.91389,22.68707
2979,113.91447,22.68711
2980,113.91371,22.68706
2981,113.91382,22.68745
2982,113.90928,22.68764
2983,113.91116,22.68996
2984,113.90941,22.69092
2985,113.91346,22.68632
2986,113.91345,22.68703
2987,113.91363,22.68686
2988,113.92343,22.68348
2989,113.92365,22.68362
2990,113.92296,22.68305
2991,113.92308,22.68371
2992,113.92243,22.68335
2993,113.9227,22.68368
2994,113.92198,22.6835
2995,113.92232,22.68368
2996,113.92203,22.68421
2997,113.92022,22.69092
2998,113.91908,22.6888
2999,113.91747,22.69272
3000,113.92276,22.68671
3001,113.92581,22.68812
3002,113.9244,22.68912
3003,113.92157,22.68359
3004,113.92945,22.68562
3005,113.93091,22.68524
3006,113.92836,22.68628
3007,113.93136,22.68701
3008,113.93184,22.68855
3009,113.93161,22.6917
3010,113.92913,22.69125
3011,113.92884,22.69016
3012,113.92963,22.69057
3013,113.92699,22.68678
3014,113.93096,22.68853
3015,113.93145,22.69084
3016,113.93041,22.69025
3017,113.93239,22.68673
3018,113.93345,22.68834
3019,113.93415,22.68996
3020,113.93305,22.68996
3021,113.93363,22.68331
3022,113.93396,22.686
3023,113.93378,22.68656
3024,113.93561,22.68959
3025,113.93445,22.68836
3026,113.93551,22.68522
3027,113.94146,22.68411
3028,113.94373,22.6875
3029,113.94082,22.68775
3030,113.9432,22.68485
3031,113.9371,22.6859
3032,113.93732,22.68496
3033,113.93932,22.68426
3034,113.93706,22.68323
3035,113.94035,22.69282
3036,113.93851,22.69122
3037,113.94858,22.68591
3038,113.94826,22.6862
3039,113.9538,22.68616
3040,113.94796,22.68627
3041,113.9482,22.68644
3042,113.94935,22.68792
3043,113.94928,22.68567
3044,113.95372,22.68835
3045,113.95353,22.68835
3046,113.94953,22.68838
3047,113.94973,22.68822
3048,113.95353,22.68854
3049,113.95372,22.68854
3050,113.94987,22.68858
3051,113.95331,22.68862
3052,113.95345,22.68876
3053,113.95008,22.68892
3054,113.95024,22.68872
3055,113.95054,22.68906
3056,113.95102,22.68912
3057,113.95084,22.68933
3058,113.95115,22.68944
3059,113.95063,22.68993
3060,113.95011,22.69049
3061,113.94982,22.69058
3062,113.95144,22.69005
3063,113.95163,22.69073
3064,113.95079,22.6907
3065,113.95139,22.69087
3066,113.95172,22.69092
3067,113.95139,22.69107
3068,113.95163,22.69111
3069,113.95165,22.69137
3070,113.95188,22.69126
3071,113.95196,22.69168
3072,113.94892,22.69135
3073,113.94823,22.68667
3074,113.94838,22.68652
3075,113.94882,22.68725
3076,113.94781,22.68856
3077,113.94763,22.69094
3078,113.94891,22.69008
3079,113.94945,22.6905
3080,113.95179,22.68931
3081,113.95285,22.68915
3082,113.9523,22.69049
3083,113.95257,22.68981
3084,113.95269,22.69162
3085,113.95324,22.69078
3086,113.95389,22.68806
3087,113.95402,22.68822
3088,113.9542,22.68428
3089,113.95571,22.68446
3090,113.95286,22.68436
3091,113.95427,22.68789
3092,113.95445,22.68759
3093,113.95427,22.68748
3094,113.95488,22.68716
3095,113.95472,22.687
3096,113.95725,22.68662
3097,113.95634,22.68644
3098,113.96311,22.68987
3099,113.95896,22.68992
3100,113.95564,22.68647
3101,113.95958,22.68729
3102,113.95901,22.68673
3103,113.96001,22.68638
3104,113.96179,22.6854
3105,113.96274,22.68497
3106,113.96258,22.68483
3107,113.96305,22.68467
3108,113.96503,22.6829
3109,113.96628,22.68445
3110,113.96525,22.68433
3111,113.96893,22.68425
3112,113.9669,22.68406
3113,113.9697,22.68389
3114,113.97212,22.68351
3115,113.97097,22.68357
3116,113.97252,22.68757
3117,113.97415,22.69282
3118,113.97183,22.69226
3119,113.96389,22.68452
3120,113.77174,22.68177
3121,113.77355,22.68211
3122,113.77359,22.68147
3123,113.77441,22.68196
3124,113.77562,22.67836
3125,113.7766,22.67721
3126,113.78251,22.67868
3127,113.77531,22.68133
3128,113.77561,22.68257
3129,113.77624,22.68186
3130,113.77938,22.67842
3131,113.77805,22.6793
3132,113.77947,22.67999
3133,113.77835,22.68063
3134,113.77794,22.68264
3135,113.77957,22.68154
3136,113.78063,22.67984
3137,113.78037,22.68159
3138,113.7806,22.68235
3139,113.78154,22.68151
3140,113.78252,22.67989
3141,113.78212,22.68235
3142,113.78295,22.68233
3143,113.78377,22.68253
3144,113.78376,22.68199
3145,113.78328,22.67611
3146,113.78037,22.67382
3147,113.78553,22.67474
3148,113.79386,22.66625
3149,113.79206,22.67402
3150,113.79116,22.67454
3151,113.79232,22.67512
3152,113.79305,22.67529
3153,113.79205,22.67547
3154,113.79086,22.67544
3155,113.79194,22.67588
3156,113.79286,22.67628
3157,113.78628,22.68233
3158,113.79261,22.6803
3159,113.7948,22.68238
3160,113.79042,22.68235
3161,113.78823,22.67748
3162,113.79298,22.6776
3163,113.7916,22.67628
3164,113.79651,22.67455
3165,113.79531,22.67483
3166,113.79593,22.67542
3167,113.79475,22.67612
3168,113.79518,22.67626
3169,113.79737,22.67864
3170,113.79947,22.68245
3171,113.80193,22.6833
3172,113.80194,22.68182
3173,113.80357,22.67903
3174,113.8041,22.68045
3175,113.79414,22.67575
3176,113.79548,22.67716
3177,113.79489,22.67694
3178,113.7945,22.67403
3179,113.79688,22.67388
3180,113.79738,22.67565
3181,113.79693,22.67474
3182,113.79757,22.67419
3183,113.80155,22.67741
3184,113.80097,22.67455
3185,113.80136,22.67275
3186,113.80413,22.67693
3187,113.8072,22.67508
3188,113.80736,22.67655
3189,113.8125,22.68032
3190,113.81221,22.68035
3191,113.81243,22.68058
3192,113.80783,22.68031
3193,113.80784,22.68195
3194,113.80801,22.6814
3195,113.80821,22.68195
3196,113.80824,22.68077
3197,113.80871,22.68022
3198,113.80867,22.67991
3199,113.81022,22.68007
3200,113.8117,22.68007
3201,113.81165,22.68041
3202,113.80645,22.67759
3203,113.80554,22.67836
3204,113.80557,22.67737
3205,113.80579,22.67394
3206,113.80574,22.67668
3207,113.80621,22.67626
3208,113.81748,22.67642
3209,113.82116,22.68254
3210,113.82201,22.68197
3211,113.81361,22.68184
3212,113.81875,22.68024
3213,113.81938,22.67858
3214,113.81732,22.67949
3215,113.82064,22.68151
3216,113.81952,22.68044
3217,113.82035,22.68036
3218,113.81963,22.68007
3219,113.82076,22.67794
3220,113.82094,22.68026
3221,113.8217,22.67922
3222,113.82179,22.68044
3223,113.81376,22.67829
3224,113.81402,22.67511
3225,113.81559,22.67315
3226,113.81426,22.67557
3227,113.8151,22.67479
3228,113.81486,22.67581
3229,113.8216,22.67496
3230,113.82267,22.67884
3231,113.8221,22.67925
3232,113.8282,22.67783
3233,113.82615,22.67854
3234,113.8282,22.6804
3235,113.82973,22.67907
3236,113.83111,22.68101
3237,113.82169,22.67415
3238,113.82297,22.67475
3239,113.8283,22.67664
3240,113.82438,22.67631
3241,113.82768,22.67455
3242,113.82649,22.67559
3243,113.82649,22.67398
3244,113.8322,22.6755
3245,113.83124,22.67631
3246,113.83124,22.67512
3247,113.8322,22.67474
3248,113.83124,22.67409
3249,113.84155,22.6769
3250,113.8382,22.67683
3251,113.83916,22.6779
3252,113.84019,22.67807
3253,113.83972,22.67872
3254,113.83278,22.68064
3255,113.83258,22.67848
3256,113.8333,22.67987
3257,113.83391,22.67836
3258,113.83448,22.68216
3259,113.83437,22.681
3260,113.83611,22.6811
3261,113.83568,22.67853
3262,113.83983,22.68054
3263,113.83814,22.67838
3264,113.83315,22.67512
3265,113.83315,22.67445
3266,113.83315,22.67391
3267,113.83448,22.6764
3268,113.83381,22.6755
3269,113.83449,22.67512
3270,113.83383,22.67474
3271,113.83409,22.67358
3272,113.83394,22.67416
3273,113.83461,22.67443
3274,113.8354,22.67764
3275,113.83524,22.67523
3276,113.83592,22.67735
3277,113.8403,22.67771
3278,113.84052,22.6779
3279,113.84126,22.67723
3280,113.84371,22.67674
3281,113.84498,22.67441
3282,113.84831,22.67719
3283,113.84515,22.67759
3284,113.84392,22.67679
3285,113.84378,22.67698
3286,113.84401,22.67841
3287,113.85595,22.67566
3288,113.85853,22.67418
